"vtkOriginalPointIds","Points:0","Points:1","Points:2"
3855,-0.0041783,-0.0024892,-0.0038655
4886,-0.004085,-0.0030178,-0.0031612
5977,-0.0039656,-0.003463,-0.0024354
7361,-0.003732,-0.0040028,-0.0015732
7435,-0.0044048,0.0014208,0.0013251
8886,-0.0038479,0.0019407,0.00243
9471,-0.0032195,-0.0045797,-0.0004843
10363,-0.0028127,0.00085988,0.001961
10511,-0.0027934,0.0014807,0.0023645
10663,-0.0028275,0.002253,0.0030345
11627,-0.0020619,0.00090948,0.0020722
11635,-0.0020497,0.0015289,0.0022582
12121,-0.0019349,-0.0050901,0.0002969
12791,-0.0016055,0.0024287,0.0033573
13439,-0.0013974,-0.0032606,0.0017667
14026,-0.0010771,-0.002783,0.002638
14129,-0.00078415,-0.0057035,0.0002517
14159,-0.00096985,-0.0037861,0.0021303
14814,-0.00046539,0.0018549,0.0032425
14888,-0.00048228,-0.0041252,0.0021519
14893,-0.0004682,-0.003546,0.0023002
14902,-0.00047224,-0.0028708,0.0027835
15598,2.9064e-05,-0.0057678,0.00032023
15634,2.2934e-05,-0.0034933,0.0022749
15642,1.3025e-05,-0.0028802,0.0028635
15674,4.7213e-06,-0.00011077,0.0035954
15683,4.9524e-06,0.00052935,0.003157
16376,0.00049404,-0.0028714,0.0027614
16508,0.00062163,-0.0040913,0.0021646
16513,0.00060453,-0.0034983,0.0022604
17017,0.00069674,0.0018642,0.003169
17063,0.00083185,-0.0057184,0.00025458
17093,0.0010071,-0.0037938,0.0021235
17251,0.0010944,-0.0027748,0.0026109
17821,0.0014337,-0.0032675,0.0017509
18756,0.0016938,0.0025149,0.0033889
18942,0.0018893,-0.0051818,0.00026366
19730,0.0020684,0.00090591,0.0020583
19880,0.0021639,0.0015591,0.0023494
20598,0.0027512,0.0024866,0.0031334
20852,0.0027501,0.00084886,0.001982
20861,0.0027779,0.001452,0.0022691
21193,0.0029509,-0.0047882,-0.00047006
22368,0.0037773,0.0020011,0.0024934
23338,0.0035705,-0.0042259,-0.0013632
24194,0.0045129,0.0015642,0.0012352
25003,0.003834,-0.0036614,-0.0023549
26352,0.0040217,-0.003095,-0.0031819
27501,0.0041847,-0.0024421,-0.0039088
