"vtkOriginalPointIds","Points:0","Points:1","Points:2"
4188,-0.0045051,-0.0024591,-0.0035686
5483,-0.0043896,-0.0031076,-0.002857
6719,-0.0041839,-0.0036963,-0.0021731
7437,-0.0041258,0.0016229,0.0013099
8007,-0.0039341,-0.0042253,-0.0013428
9289,-0.0033632,0.0021049,0.0024412
9876,-0.0032077,-0.0048028,-0.00039985
10364,-0.0026407,0.00061363,0.0020995
10370,-0.002728,0.0010545,0.0023828
11508,-0.0022115,0.0023196,0.0031403
11626,-0.0019846,0.00041785,0.0021974
11633,-0.0020169,0.0009813,0.0024514
11976,-0.0020595,-0.0052059,0.00018182
13365,-0.0012421,0.0020791,0.0033966
13585,-0.0013879,-0.0032582,0.0016997
14013,-0.001016,-0.0038594,0.0018004
14175,-0.00094728,-0.0028751,0.0025526
14279,-0.00073328,-0.0057189,0.00055156
14521,-0.00061949,0.0015559,0.0033426
14744,-0.00051573,-0.003977,0.0019837
14895,-0.00043586,-0.0035739,0.0021069
14903,-0.00046299,-0.0031375,0.0024584
15486,-3.6239e-05,-0.003655,0.0021178
15494,-6.1685e-05,-0.0032145,0.0025113
15603,6.7596e-05,-0.005794,0.00061105
15675,9.8155e-06,-0.00068854,0.0036399
15683,5.421e-06,-3.8066e-05,0.0032766
16219,0.00045458,-0.0039748,0.0020152
16223,0.00045707,-0.003629,0.0021089
16231,0.00042063,-0.0031717,0.0024471
16871,0.00062064,0.0015469,0.0033544
16921,0.00086335,-0.0057178,0.00052522
17093,0.0010369,-0.003893,0.0018138
17398,0.0011946,-0.0028892,0.0024092
17679,0.0014711,-0.0032687,0.0016803
18468,0.0014838,0.0022016,0.0034207
19229,0.0021721,-0.0050931,0.00020293
20010,0.0021691,0.00036622,0.0021658
20017,0.0021868,0.00092701,0.0024382
20596,0.0025994,0.0023193,0.003009
20990,0.0026947,0.00043527,0.0020749
21134,0.0028056,0.0009224,0.0022733
21468,0.003384,-0.004712,-0.00052117
22368,0.0035325,0.0020588,0.002344
23206,0.0040655,-0.0041853,-0.0013671
24063,0.0042343,0.0014109,0.0011498
24625,0.0043528,-0.0036165,-0.0022458
25745,0.0044919,-0.0031472,-0.0029345
26935,0.0046161,-0.0025265,-0.0035455
