"vtkOriginalPointIds","Points:0","Points:1","Points:2"
4078,-0.0049158,-0.0022754,-0.0034738
4079,-0.0049462,-0.0022326,-0.0034194
4189,-0.0048806,-0.0023726,-0.0034792
4190,-0.0049121,-0.0023313,-0.0034227
4191,-0.0049418,-0.0022874,-0.0033677
4192,-0.00497,-0.0022418,-0.0033145
4302,-0.0048784,-0.0024283,-0.0034286
4303,-0.0049102,-0.0023874,-0.0033713
4304,-0.0049395,-0.0023435,-0.0033154
4305,-0.0049675,-0.0022971,-0.0032614
4417,-0.0049075,-0.0024429,-0.0033201
4418,-0.0049366,-0.0023991,-0.003263
5729,-0.0048156,-0.0030441,-0.0027268
5730,-0.0048488,-0.0030031,-0.0026628
5731,-0.0048819,-0.0029614,-0.0025983
5851,-0.0047984,-0.0030992,-0.0026669
5852,-0.0048318,-0.0030591,-0.0026019
5853,-0.0048654,-0.0030181,-0.002537
5974,-0.0047797,-0.0031544,-0.0026063
5975,-0.0048134,-0.0031149,-0.0025404
6847,-0.0046843,-0.0035023,-0.0021107
6848,-0.0047205,-0.0034636,-0.0020405
6973,-0.0046231,-0.0035952,-0.0021227
6974,-0.0046622,-0.0035566,-0.002051
6975,-0.0046991,-0.0035183,-0.0019799
7101,-0.0045982,-0.0036499,-0.0020647
7102,-0.0046381,-0.0036122,-0.0019925
7103,-0.0046757,-0.0035744,-0.0019204
7230,-0.0045712,-0.0037064,-0.0020074
7825,-0.0042817,0.0016085,0.0015505
7826,-0.0042697,0.0016864,0.0015807
7827,-0.0042564,0.0017651,0.0016092
7955,-0.0042406,0.0014884,0.0015747
7956,-0.0042307,0.0015652,0.0016073
7957,-0.00422,0.0016433,0.0016387
7958,-0.0042075,0.0017224,0.001668
8086,-0.004185,0.0014458,0.0016271
8087,-0.0041765,0.0015225,0.0016612
8088,-0.004167,0.0016006,0.0016937
8089,-0.0041559,0.0016796,0.0017243
8218,-0.0041188,0.0014803,0.0017116
8219,-0.0041103,0.0015582,0.0017455
8220,-0.0041012,0.0016374,0.001778
8221,-0.0040902,0.0017178,0.0018083
8270,-0.0042871,-0.0041298,-0.0014505
8271,-0.0043238,-0.0040883,-0.001381
8272,-0.0043594,-0.0040455,-0.00131
8401,-0.0041985,-0.0042192,-0.0014604
8402,-0.004235,-0.0041805,-0.0013879
8403,-0.004271,-0.0041392,-0.0013189
8404,-0.0043066,-0.0040962,-0.0012489
8532,-0.0041461,-0.0042683,-0.0013994
8533,-0.0041819,-0.0042299,-0.0013261
8534,-0.0042175,-0.0041889,-0.0012565
9154,-0.0035792,0.0020413,0.0023361
9155,-0.0035664,0.0021264,0.0023585
9156,-0.0035539,0.0022108,0.0023803
9287,-0.0035237,0.0019232,0.0023547
9288,-0.0035127,0.0020084,0.0023795
9289,-0.0035013,0.0020936,0.0024033
9290,-0.0034889,0.0021786,0.0024247
9424,-0.0034335,0.0020619,0.0024447
9425,-0.0034222,0.0021471,0.0024673
10014,-0.0034473,-0.0046818,-0.00075051
10015,-0.0034785,-0.0046432,-0.0006726
10016,-0.003509,-0.0046042,-0.00059498
10152,-0.0033675,-0.0047128,-0.00070514
10153,-0.0033978,-0.0046731,-0.00062772
