"vtkOriginalPointIds","Points:0","Points:1","Points:2"
4303,-0.0041999,-0.0025734,-0.0034013
4304,-0.0042294,-0.0025259,-0.0033474
4416,-0.0041648,-0.0026784,-0.0034051
4417,-0.0041944,-0.0026273,-0.0033473
4418,-0.0042233,-0.0025785,-0.0032923
4532,-0.0041599,-0.002734,-0.0033504
4533,-0.0041888,-0.0026818,-0.003292
4534,-0.0042173,-0.0026319,-0.0032362
4649,-0.0041823,-0.0027371,-0.0032357
5852,-0.0041063,-0.0032152,-0.002575
5973,-0.0040241,-0.0033739,-0.0026336
5974,-0.0040579,-0.0033196,-0.0025719
5975,-0.0040925,-0.0032646,-0.0025115
5976,-0.0041269,-0.0032093,-0.0024527
6097,-0.0040443,-0.0033687,-0.0025084
6098,-0.004079,-0.0033137,-0.0024478
6099,-0.0041131,-0.0032583,-0.0023884
6221,-0.0040311,-0.0034171,-0.0024451
6222,-0.0040658,-0.0033624,-0.0023843
6223,-0.0040996,-0.0033071,-0.0023247
7305,-0.0041185,0.0015091,0.0011508
7306,-0.0041172,0.0015862,0.0011797
7307,-0.0041162,0.0016636,0.0012085
7308,-0.0041152,0.0017414,0.0012368
7309,-0.004113,0.0018198,0.0012639
7433,-0.0040768,0.0014671,0.0012251
7434,-0.0040771,0.0015437,0.0012545
7435,-0.0040769,0.0016209,0.0012833
7436,-0.0040769,0.0016988,0.0013118
7437,-0.004076,0.0017773,0.0013392
7562,-0.0040327,0.0014252,0.0012986
7563,-0.0040343,0.0015017,0.0013287
7564,-0.0040356,0.0015787,0.0013578
7565,-0.0040363,0.0016563,0.0013859
7566,-0.0040366,0.0017349,0.0014133
7692,-0.0039891,0.0014596,0.001402
7693,-0.0039924,0.0015362,0.0014316
7694,-0.0039943,0.0016139,0.0014598
7695,-0.0039955,0.0016926,0.0014871
7745,-0.0038329,-0.0039853,-0.0016632
7746,-0.0038651,-0.003932,-0.0016087
7747,-0.0038971,-0.0038791,-0.001555
7748,-0.0039301,-0.0038268,-0.0015003
7822,-0.0039459,0.0014938,0.0015041
7823,-0.0039497,0.0015715,0.0015327
7876,-0.0038091,-0.004031,-0.0015997
7877,-0.0038414,-0.003978,-0.0015447
7878,-0.0038738,-0.0039258,-0.0014904
8007,-0.0037842,-0.0040771,-0.0015357
8008,-0.0038171,-0.0040246,-0.0014799
8751,-0.0036247,0.0019604,0.0022044
8752,-0.003623,0.0020454,0.0022274
8753,-0.0036195,0.0021307,0.0022491
8883,-0.0035691,0.0019267,0.0022635
8884,-0.0035682,0.0020121,0.0022873
8885,-0.0035658,0.0020974,0.00231
9016,-0.0035108,0.0018939,0.0023205
9017,-0.0035117,0.0019793,0.0023456
9018,-0.0035098,0.0020649,0.0023688
9152,-0.0034519,0.0020332,0.002426
9200,-0.0035511,-0.0043975,-0.00088073
9201,-0.0035832,-0.0043507,-0.00081405
9333,-0.0034433,-0.0045348,-0.00096115
9334,-0.003476,-0.0044904,-0.00089471
9335,-0.0035077,-0.0044447,-0.00082759
9336,-0.0035386,-0.004398,-0.00076024
9468,-0.0033996,-0.004581,-0.00090799
9469,-0.0034312,-0.0045372,-0.00084167
9470,-0.0034619,-0.0044921,-0.0007745
9471,-0.003492,-0.0044457,-0.00070668
9604,-0.0033842,-0.0045843,-0.00078805
10093,-0.002885,0.0012063,0.0024696
10224,-0.002774,0.00060633,0.0022989
10225,-0.0027617,0.00069559,0.0023149
10231,-0.0028072,0.0011893,0.0024941
10232,-0.002824,0.0012596,0.0025411
10243,-0.002909,0.0021597,0.0028872
10244,-0.0029095,0.002246,0.0029115
10245,-0.0029086,0.0023332,0.0029332
10362,-0.0027039,0.00058129,0.0023356
10363,-0.0026911,0.0006703,0.0023507
10369,-0.0027285,0.0011751,0.0025142
10370,-0.0027448,0.0012434,0.0025635
10381,-0.002835,0.0021356,0.0029221
10382,-0.0028367,0.0022216,0.0029483
10383,-0.0028371,0.0023085,0.0029723
10500,-0.0026316,0.00055671,0.0023666
10501,-0.0026182,0.0006463,0.0023806
10519,-0.0027602,0.0021121,0.0029543
10520,-0.0027628,0.0021979,0.0029824
10521,-0.0027644,0.0022846,0.0030085
10522,-0.0027646,0.002372,0.003032
10660,-0.0026878,0.002175,0.0030135
10661,-0.0026903,0.0022614,0.0030415
10662,-0.0026916,0.0023486,0.0030671
10801,-0.0026148,0.0022392,0.0030713
10848,-0.0028607,-0.0049797,-0.00035511
10849,-0.0028839,-0.0049377,-0.00028638
10986,-0.0027511,-0.005101,-0.00045326
10987,-0.0027727,-0.0050615,-0.00038335
10988,-0.002795,-0.0050206,-0.00031388
10989,-0.0028176,-0.0049787,-0.00024478
11127,-0.0026849,-0.0051405,-0.00041522
11128,-0.0027058,-0.0051013,-0.00034453
11129,-0.0027273,-0.0050606,-0.00027459
11130,-0.0027493,-0.0050188,-0.00020506
11269,-0.0026371,-0.0051405,-0.00030771
11352,-0.0021829,0.0012727,0.0027175
11493,-0.0020949,0.0012597,0.0027066
11494,-0.0021107,0.0013266,0.0027588
11626,-0.0019865,0.00055088,0.0024956
11627,-0.0019748,0.00064251,0.0025015
11628,-0.0019651,0.00073305,0.0025097
11634,-0.0020065,0.0012467,0.0026927
11635,-0.0020233,0.0013158,0.0027464
11768,-0.0018935,0.00062131,0.0025013
11769,-0.0018827,0.0007134,0.0025073
12071,-0.0019123,0.0020737,0.003266
12072,-0.0019216,0.0021567,0.0033118
12214,-0.001834,0.0020579,0.0032812
12215,-0.0018434,0.0021405,0.0033284
12216,-0.0018514,0.0022249,0.0033709
12357,-0.0017558,0.0020426,0.0032958
12358,-0.0017654,0.0021248,0.0033442
12359,-0.0017737,0.0022086,0.0033884
12407,-0.0020709,-0.0053907,8.353e-05
12408,-0.0020811,-0.0053449,0.00015738
12499,-0.0016781,0.0020267,0.0033103
12500,-0.0016877,0.0021089,0.0033596
12501,-0.0016961,0.0021926,0.003405
12549,-0.0019797,-0.0054773,3.4717e-05
12550,-0.0019903,-0.0054353,0.00011101
12551,-0.0019993,-0.0053889,0.00018558
12552,-0.0020066,-0.0053382,0.00025847
12643,-0.0016101,0.0020932,0.0033747
12644,-0.0016186,0.0021767,0.0034209
12692,-0.0018996,-0.0055242,6.0685e-05
12693,-0.0019091,-0.0054815,0.00013778
12694,-0.0019166,-0.005434,0.00021316
12695,-0.0019225,-0.0053824,0.00028665
12837,-0.001827,-0.0055295,0.00016409
12838,-0.0018331,-0.005481,0.00024032
