"vtkOriginalPointIds","Points:0","Points:1","Points:2"
3854,-0.0056446,-0.0019069,-0.0037855
3855,-0.0056604,-0.0018635,-0.0037303
3856,-0.0056715,-0.0018157,-0.0036748
3857,-0.0056776,-0.0017653,-0.0036202
3966,-0.0056221,-0.0019675,-0.0037347
3967,-0.0056329,-0.001922,-0.0036788
3968,-0.0056412,-0.0018723,-0.0036237
3969,-0.005648,-0.0018199,-0.0035706
4077,-0.0055961,-0.0020709,-0.0037381
4078,-0.0056022,-0.0020278,-0.0036803
4079,-0.0056088,-0.0019809,-0.0036229
4080,-0.0056161,-0.0019305,-0.003568
4081,-0.0056234,-0.0018768,-0.0035159
4189,-0.0055808,-0.002134,-0.0036863
4190,-0.0055849,-0.0020905,-0.0036254
4191,-0.0055898,-0.0020425,-0.0035661
4192,-0.0055964,-0.0019913,-0.0035102
4193,-0.005604,-0.0019365,-0.0034574
4303,-0.0055704,-0.0021563,-0.0035728
4304,-0.0055748,-0.0021082,-0.003511
4305,-0.0055811,-0.0020557,-0.0034528
5606,-0.0053859,-0.0029115,-0.002956
5607,-0.0053973,-0.002866,-0.0028831
5728,-0.0053483,-0.003025,-0.0029663
5729,-0.0053605,-0.0029813,-0.0028933
5730,-0.0053716,-0.0029358,-0.0028191
5731,-0.005383,-0.0028895,-0.0027436
5732,-0.0053967,-0.0028433,-0.0026681
5850,-0.0053196,-0.0030931,-0.002904
5851,-0.0053321,-0.0030502,-0.0028292
5852,-0.0053433,-0.0030052,-0.0027536
5853,-0.0053548,-0.0029593,-0.0026774
5974,-0.0053015,-0.0031182,-0.0027633
5975,-0.005314,-0.0030745,-0.0026866
5976,-0.0053269,-0.0030299,-0.0026101
7101,-0.0049831,-0.0037486,-0.0021202
7102,-0.0050084,-0.0037061,-0.0020373
7103,-0.0050319,-0.0036638,-0.0019557
7230,-0.0049363,-0.003823,-0.0020511
7231,-0.0049622,-0.0037821,-0.0019671
7232,-0.0049867,-0.0037403,-0.0018851
7233,-0.005008,-0.0036973,-0.0018047
7358,-0.0048857,-0.0038995,-0.0019818
7359,-0.0049116,-0.0038594,-0.0018978
7360,-0.0049364,-0.0038176,-0.0018155
7439,-0.0041345,0.0016607,0.0012541
7440,-0.004124,0.0017357,0.0012774
7441,-0.0041128,0.001811,0.0012998
7442,-0.0041007,0.0018868,0.001321
7568,-0.0040808,0.0016211,0.0013079
7569,-0.0040708,0.0016968,0.0013312
7570,-0.00406,0.0017727,0.0013535
7571,-0.0040483,0.0018492,0.0013746
7572,-0.0040358,0.0019259,0.0013945
7697,-0.0040258,0.0015815,0.001361
7698,-0.0040172,0.0016576,0.0013846
7699,-0.0040069,0.0017343,0.0014068
7700,-0.0039955,0.0018115,0.0014277
7826,-0.0039694,0.0015418,0.0014127
7827,-0.0039621,0.0016185,0.0014366
7828,-0.0039529,0.0016959,0.0014591
7829,-0.0039425,0.0017737,0.0014804
7958,-0.0039055,0.0015796,0.0014872
7959,-0.0038981,0.0016575,0.0015104
8402,-0.0044111,-0.0044452,-0.001304
8403,-0.0044401,-0.0043967,-0.0012243
8404,-0.0044686,-0.0043456,-0.0011446
8405,-0.0044959,-0.0042923,-0.0010616
8532,-0.0043115,-0.0045546,-0.0013091
8533,-0.004341,-0.0045087,-0.001224
8534,-0.0043699,-0.0044591,-0.0011435
8535,-0.0043981,-0.0044066,-0.0010644
8536,-0.0044255,-0.004352,-0.00098341
8665,-0.0042411,-0.0046151,-0.0012277
8666,-0.004271,-0.004569,-0.0011422
8667,-0.0042997,-0.0045186,-0.0010613
8668,-0.0043273,-0.0044647,-0.00098288
8757,-0.0034511,0.0021793,0.001952
8798,-0.0042004,-0.0046262,-0.0010598
8799,-0.0042286,-0.0045752,-0.00097913
8887,-0.0034193,0.0019868,0.0019677
8888,-0.0034066,0.0020685,0.0019825
8889,-0.003393,0.0021499,0.0019962
8890,-0.0033789,0.0022308,0.0020092
9021,-0.0033464,0.0020395,0.0020248
9022,-0.0033335,0.0021211,0.002039
9023,-0.0033202,0.0022023,0.0020525
9156,-0.0032729,0.002093,0.0020805
9157,-0.0032599,0.0021745,0.0020939
10086,-0.0028178,0.00051976,0.0017008
10087,-0.0027999,0.0005998,0.0017077
10093,-0.0028349,0.00099306,0.0020286
10094,-0.0028395,0.0010674,0.002062
10110,-0.0027694,0.002329,0.0023935
10151,-0.0033096,-0.0050663,-0.00037982
10152,-0.003338,-0.0050192,-0.00029762
10153,-0.0033671,-0.0049715,-0.000218
10224,-0.0027475,0.00050447,0.0017176
10225,-0.0027292,0.00058605,0.0017203
10226,-0.0027186,0.00066381,0.0017433
10231,-0.002759,0.00097335,0.0020529
10232,-0.0027643,0.0010469,0.0020894
10233,-0.0027645,0.0011261,0.002113
10248,-0.0027035,0.0023077,0.0024235
10249,-0.002696,0.0023894,0.002438
10250,-0.0026889,0.0024705,0.0024528
10251,-0.0026821,0.0025511,0.0024675
10288,-0.0031912,-0.0051394,-0.00040193
10289,-0.0032195,-0.0050919,-0.00031965
10290,-0.0032471,-0.0050442,-0.00023785
10291,-0.003275,-0.0049964,-0.00015821
10292,-0.0033036,-0.0049477,-8.0413e-05
10362,-0.0026761,0.00048776,0.0017344
10363,-0.0026576,0.00057131,0.0017327
10369,-0.0026816,0.00095787,0.0020704
10370,-0.0026881,0.0010285,0.0021137
10371,-0.0026884,0.0011077,0.0021385
10386,-0.0026373,0.0022868,0.0024528
10387,-0.0026305,0.0023688,0.0024677
10388,-0.0026242,0.00245,0.0024834
10389,-0.002618,0.0025307,0.0024988
10426,-0.0030993,-0.0051598,-0.00034608
10427,-0.0031287,-0.0051126,-0.00026542
10428,-0.0031561,-0.0050652,-0.00018401
10429,-0.003183,-0.0050178,-0.00010327
10509,-0.0026109,0.0010897,0.0021589
10524,-0.0025707,0.0022663,0.0024808
10525,-0.0025648,0.0023484,0.0024966
10526,-0.0025588,0.0024299,0.0025125
10527,-0.0025531,0.0025107,0.0025286
10566,-0.0030066,-0.0051766,-0.00029249
10567,-0.0030363,-0.0051307,-0.00021232
10568,-0.0030641,-0.0050842,-0.00013169
10665,-0.0024985,0.0023285,0.0025243
10666,-0.0024931,0.0024102,0.0025406
10667,-0.0024877,0.0024912,0.0025573
10807,-0.002422,0.002472,0.002585
11202,-0.0022148,0.00045984,0.0018062
11203,-0.0022006,0.00054522,0.001807
11209,-0.0021958,0.00094321,0.0021334
11210,-0.0021981,0.0010074,0.0021906
11343,-0.0021382,0.00043558,0.0018167
11344,-0.0021228,0.00052008,0.0018144
11350,-0.0021123,0.00093015,0.0021206
11351,-0.0021143,0.00099387,0.0021799
11352,-0.0021159,0.0010636,0.0022237
11484,-0.0020603,0.00041094,0.0018245
11485,-0.002044,0.00049532,0.0018183
11491,-0.0020297,0.00091873,0.0021038
11492,-0.0020311,0.00098199,0.0021639
11493,-0.0020328,0.0010497,0.0022107
11634,-0.0019501,0.0010378,0.0021924
11933,-0.0018784,0.0022514,0.0027474
12075,-0.0018074,0.0021536,0.002738
12076,-0.0018085,0.0022353,0.0027655
12077,-0.0018093,0.002317,0.0027921
12078,-0.001809,0.0023991,0.0028162
12218,-0.0017367,0.0021381,0.0027534
12219,-0.0017383,0.0022198,0.0027821
12220,-0.0017396,0.0023013,0.00281
12221,-0.0017398,0.0023833,0.0028354
12361,-0.001666,0.0021229,0.002768
12362,-0.001668,0.0022045,0.0027978
12363,-0.0016696,0.0022859,0.0028269
12364,-0.0016703,0.0023677,0.0028537
12505,-0.0015996,0.0022706,0.0028431
12546,-0.0016821,-0.0054412,0.00026237
12547,-0.0016918,-0.0053919,0.0003298
12688,-0.0015802,-0.0055109,0.00023495
12689,-0.0015894,-0.005462,0.00030065
12690,-0.001598,-0.0054119,0.00036646
12691,-0.0016089,-0.0053616,0.00043244
12831,-0.0014813,-0.0055818,0.00020787
12832,-0.0014914,-0.0055353,0.00027409
12833,-0.0014992,-0.0054864,0.00033955
12834,-0.0015074,-0.0054364,0.00040419
12835,-0.001518,-0.0053866,0.00046889
12976,-0.0014042,-0.0055605,0.00031266
12977,-0.0014119,-0.0055131,0.00037839
12978,-0.0014201,-0.0054639,0.00044275
12979,-0.0014305,-0.0054143,0.00050687
13120,-0.0013182,-0.005585,0.00034937
13121,-0.0013266,-0.0055399,0.00041616
13122,-0.0013353,-0.0054922,0.00048154
13123,-0.0013457,-0.0054433,0.00054622
13508,-0.0010997,0.0019243,0.0028311
13509,-0.001102,0.002004,0.0028658
13652,-0.001029,0.0019075,0.0028426
13653,-0.0010312,0.0019876,0.0028768
13654,-0.0010328,0.0020679,0.0029097
13655,-0.0010342,0.0021482,0.002942
13796,-0.00095827,0.0018899,0.0028543
13797,-0.0009604,0.00197,0.0028882
13798,-0.00096195,0.0020504,0.0029206
13799,-0.00096328,0.0021308,0.0029524
13941,-0.00088752,0.0018713,0.0028662
13942,-0.00088953,0.0019516,0.0028994
13943,-0.00089106,0.002032,0.0029312
14087,-0.00081848,0.001932,0.0029099
14088,-0.00082012,0.0020125,0.0029414
14166,-0.00099708,-0.003461,0.0023037
14167,-0.0010047,-0.0033976,0.0023496
14312,-0.00091567,-0.0034682,0.0023185
14313,-0.0009174,-0.0033967,0.0023517
14454,-0.00081599,-0.0038599,0.0022151
14455,-0.00082196,-0.0037717,0.0022578
14465,-0.00080695,-0.0030458,0.0026381
14466,-0.00080838,-0.0029568,0.0026749
14600,-0.0007205,-0.0038923,0.0022457
14601,-0.0007262,-0.0038052,0.0022898
14612,-0.00071545,-0.0029965,0.002695
15037,-0.0004022,-0.0040811,0.0021019
15038,-0.00041749,-0.004041,0.0022063
15184,-0.00030277,-0.0040886,0.00209
15185,-0.00031591,-0.0040524,0.0021981
15190,-0.0003147,-0.00366,0.0024031
15191,-0.00030856,-0.0035577,0.0024028
15196,-0.00031098,-0.0031984,0.0025509
15197,-0.00031446,-0.0031594,0.0026084
15198,-0.00032022,-0.0031195,0.0026715
15339,-0.0002093,-0.0035995,0.0024036
15346,-0.0002213,-0.0031457,0.0026541
15676,-1.9624e-05,-0.00031031,0.0032163
15677,-1.9433e-05,-0.00023944,0.0031622
15685,-1.5092e-05,0.00032029,0.0027745
15686,-1.4877e-05,0.00039034,0.0027415
15687,-1.4473e-05,0.00045895,0.0027133
15824,7.711e-05,-0.00027859,0.0031854
15825,7.4141e-05,-0.00020781,0.0031314
15833,6.147e-05,0.00035579,0.0027542
15834,6.1422e-05,0.00042625,0.0027232
15835,6.1745e-05,0.00049534,0.0026979
15938,0.00017787,-0.0031387,0.002662
16071,0.00026413,-0.004094,0.0020977
16072,0.00027761,-0.0040584,0.0022057
16077,0.00029038,-0.0036707,0.0024012
16084,0.00027476,-0.0031497,0.0026213
16085,0.00027634,-0.0031094,0.0026833
16218,0.00036454,-0.0040893,0.0021115
16223,0.00039084,-0.0037321,0.002391
16231,0.0003736,-0.0031276,0.0026359
16802,0.00076463,-0.0040074,0.0020887
16803,0.00077325,-0.0039457,0.0021645
16816,0.00076342,-0.0029458,0.0026636
16817,0.00075637,-0.0028499,0.0026866
16954,0.00088305,-0.0034933,0.0023073
16955,0.00088528,-0.003416,0.0023325
16962,0.00085038,-0.002905,0.0026291
17100,0.00096931,-0.0034871,0.0022952
17101,0.00097632,-0.0034175,0.0023334
17457,0.00083281,0.0019635,0.0028916
17458,0.00083363,0.0020435,0.0029231
17601,0.00090146,0.0019039,0.0028451
17602,0.00090276,0.0019834,0.0028783
17603,0.00090356,0.0020633,0.00291
17745,0.00096946,0.0018434,0.0027971
17746,0.00097129,0.0019227,0.0028316
17747,0.00097265,0.0020022,0.0028649
