"vtkOriginalPointIds","Points:0","Points:1","Points:2"
4307,-0.0048039,-0.0020796,-0.0034286
4419,-0.0047608,-0.0022399,-0.0034981
4420,-0.0047766,-0.0021911,-0.0034345
4421,-0.0047937,-0.0021417,-0.0033734
4422,-0.0048115,-0.0020913,-0.0033151
4535,-0.0047506,-0.002304,-0.0034457
4536,-0.0047655,-0.0022547,-0.0033808
4537,-0.004782,-0.0022049,-0.0033185
4538,-0.0047995,-0.0021546,-0.0032591
4539,-0.0048167,-0.0021037,-0.0032021
4651,-0.0047386,-0.0023682,-0.0033925
4652,-0.0047532,-0.0023188,-0.0033261
4653,-0.0047689,-0.0022688,-0.0032626
4654,-0.0047859,-0.0022186,-0.0032022
4655,-0.0048028,-0.0021681,-0.0031441
4768,-0.004725,-0.0024331,-0.0033384
4769,-0.0047395,-0.0023837,-0.0032704
4770,-0.0047547,-0.0023336,-0.003206
4771,-0.004771,-0.0022834,-0.0031443
6346,-0.004439,-0.0033161,-0.0025775
6347,-0.0044611,-0.003266,-0.0025072
6470,-0.0043905,-0.0034258,-0.0025734
6471,-0.0044136,-0.0033771,-0.0025027
6472,-0.0044366,-0.0033274,-0.002433
6473,-0.0044593,-0.0032767,-0.0023637
6595,-0.0043643,-0.0034871,-0.0024973
6596,-0.0043876,-0.0034382,-0.0024266
6597,-0.0044117,-0.0033885,-0.0023574
6598,-0.0044357,-0.0033385,-0.0022885
6720,-0.0043371,-0.003549,-0.0024201
6721,-0.0043616,-0.0034998,-0.0023497
6722,-0.0043869,-0.0034501,-0.0022808
6723,-0.0044118,-0.0034004,-0.0022122
7305,-0.0042334,0.0014094,0.0010041
7306,-0.0042349,0.0014849,0.0010374
7307,-0.0042363,0.0015607,0.0010706
7433,-0.0041838,0.001368,0.0010687
7434,-0.0041872,0.001443,0.0011029
7435,-0.0041899,0.0015183,0.0011367
7436,-0.0041929,0.0015941,0.0011706
7562,-0.0041325,0.0013264,0.0011325
7563,-0.0041377,0.0014009,0.0011677
7564,-0.0041427,0.0014758,0.0012027
7565,-0.0041467,0.0015513,0.0012371
7692,-0.0040871,0.0013586,0.0012325
7693,-0.0040941,0.0014332,0.0012685
7694,-0.0040996,0.0015086,0.0013035
7695,-0.0041042,0.0015852,0.0013378
7822,-0.0040434,0.0013906,0.0013337
7823,-0.004051,0.0014659,0.0013697
7824,-0.0040564,0.0015427,0.001404
7825,-0.0040605,0.0016206,0.0014372
7954,-0.0039998,0.0014233,0.0014346
7955,-0.0040072,0.0015,0.0014697
7956,-0.0040122,0.0015784,0.0015027
8138,-0.0039545,-0.0042213,-0.0015702
