"vtkOriginalPointIds","Points:0","Points:1","Points:2"
4306,-0.0046298,-0.0022909,-0.0032438
4307,-0.0046578,-0.0022406,-0.0031952
4308,-0.0046864,-0.0021886,-0.0031481
4309,-0.0047161,-0.0021355,-0.0031018
4420,-0.0046245,-0.0023523,-0.0031828
4421,-0.0046523,-0.0023013,-0.0031326
4422,-0.0046807,-0.0022494,-0.0030841
4423,-0.0047095,-0.002197,-0.0030366
4424,-0.0047375,-0.0021438,-0.0029902
4537,-0.0046466,-0.002363,-0.0030701
4538,-0.0046743,-0.0023113,-0.0030206
4539,-0.0047019,-0.0022591,-0.0029722
4540,-0.0047283,-0.002206,-0.0029246
4654,-0.0046664,-0.0023739,-0.0029568
4655,-0.0046928,-0.0023217,-0.0029075
4656,-0.0047181,-0.0022687,-0.0028588
6221,-0.004313,-0.0034237,-0.0023948
6222,-0.0043501,-0.003377,-0.0023299
6223,-0.0043869,-0.003329,-0.0022659
6224,-0.0044228,-0.0032806,-0.0022029
6345,-0.0042911,-0.0034812,-0.0023244
6346,-0.0043296,-0.003435,-0.0022597
6347,-0.0043678,-0.0033875,-0.0021959
6348,-0.0044047,-0.0033394,-0.0021326
6349,-0.0044397,-0.0032914,-0.0020697
6470,-0.004269,-0.0035382,-0.0022534
6471,-0.0043087,-0.0034925,-0.002189
6472,-0.0043478,-0.0034454,-0.0021253
6473,-0.0043853,-0.003398,-0.0020618
6596,-0.0042877,-0.0035501,-0.0021173
6597,-0.0043271,-0.0035035,-0.0020537
7174,-0.0042354,0.0012393,0.00099813
7175,-0.0042314,0.001317,0.0010287
7176,-0.0042283,0.0013945,0.001059
7177,-0.0042257,0.0014719,0.0010888
7304,-0.0041768,0.0012771,0.0010921
7305,-0.0041758,0.001354,0.0011237
7306,-0.0041755,0.001431,0.0011549
7307,-0.0041749,0.0015084,0.001185
7432,-0.0041204,0.0012372,0.0011548
7433,-0.0041212,0.0013136,0.0011877
7434,-0.0041228,0.00139,0.0012198
7435,-0.0041245,0.0014671,0.0012511
7436,-0.0041258,0.0015447,0.0012812
7562,-0.0040643,0.0012733,0.0012506
7563,-0.0040679,0.0013493,0.0012839
