"vtkOriginalPointIds","Points:0","Points:1","Points:2"
4305,-0.0045479,-0.0022583,-0.0031779
4306,-0.0045718,-0.002227,-0.0031167
4418,-0.0045182,-0.0023386,-0.0031917
4419,-0.0045419,-0.0023069,-0.0031293
4420,-0.0045662,-0.002274,-0.0030677
4421,-0.0045906,-0.002239,-0.0030075
4533,-0.0044895,-0.0024232,-0.0032076
4534,-0.0045121,-0.0023894,-0.0031433
4535,-0.0045354,-0.0023556,-0.0030802
4536,-0.0045597,-0.0023213,-0.0030183
4537,-0.004584,-0.0022852,-0.0029581
4538,-0.0046074,-0.0022464,-0.0028994
4649,-0.0044825,-0.002478,-0.0031592
4650,-0.0045046,-0.0024421,-0.0030943
4651,-0.0045274,-0.0024063,-0.0030309
4652,-0.004551,-0.0023701,-0.0029688
4653,-0.0045747,-0.0023328,-0.0029085
4766,-0.0044735,-0.0025346,-0.0031108
4767,-0.0044957,-0.0024972,-0.0030455
4768,-0.0045177,-0.0024595,-0.0029817
4769,-0.0045401,-0.0024215,-0.0029194
4770,-0.0045628,-0.0023829,-0.0028584
4885,-0.0044853,-0.0025533,-0.0029965
4886,-0.004507,-0.0025141,-0.0029322
6471,-0.0042928,-0.0032522,-0.0022592
6595,-0.0042471,-0.0033426,-0.002264
6596,-0.0042753,-0.0033017,-0.0021965
6597,-0.0043049,-0.0032605,-0.0021296
6598,-0.0043354,-0.0032181,-0.0020636
6719,-0.0042005,-0.0034317,-0.0022684
6720,-0.0042285,-0.0033912,-0.0022002
6721,-0.0042574,-0.0033506,-0.002133
6722,-0.0042877,-0.0033097,-0.0020668
6723,-0.0043189,-0.003268,-0.0020014
6845,-0.0041805,-0.0034797,-0.0022038
6846,-0.0042097,-0.0034396,-0.002136
6847,-0.0042397,-0.0033994,-0.0020693
6848,-0.0042704,-0.0033587,-0.0020038
6972,-0.0041607,-0.0035275,-0.0021393
6973,-0.0041912,-0.0034881,-0.002072
6974,-0.0042219,-0.0034483,-0.002006
7693,-0.0041124,0.0015121,0.0013919
7694,-0.004108,0.0015941,0.0014144
7695,-0.0041032,0.0016767,0.001436
7822,-0.0040674,0.0014659,0.001465
7823,-0.0040643,0.0015484,0.0014877
7824,-0.0040598,0.0016319,0.0015088
7825,-0.0040552,0.0017159,0.0015291
7953,-0.0040203,0.0014182,0.0015371
7954,-0.0040189,0.0015014,0.0015604
7955,-0.0040162,0.0015856,0.0015817
7956,-0.0040116,0.0016708,0.0016012
7957,-0.0040069,0.0017566,0.0016203
8085,-0.0039719,0.0014527,0.0016323
8086,-0.0039709,0.0015381,0.0016539
8087,-0.0039681,0.0016244,0.0016738
8088,-0.0039638,0.0017115,0.0016925
8138,-0.0039493,-0.0039624,-0.001498
8218,-0.0039224,0.0015772,0.0017451
8267,-0.0038558,-0.0040888,-0.001567
8268,-0.0038856,-0.0040524,-0.0014997
8269,-0.0039149,-0.0040137,-0.0014341
8270,-0.0039438,-0.0039734,-0.0013708
8271,-0.0039719,-0.0039323,-0.0013091
8399,-0.0038197,-0.004139,-0.0015042
8400,-0.0038493,-0.0041035,-0.0014376
8401,-0.0038786,-0.0040656,-0.0013714
8402,-0.0039072,-0.0040253,-0.0013075
8403,-0.0039354,-0.0039836,-0.0012454
8530,-0.0037805,-0.004189,-0.001445
8531,-0.003811,-0.004154,-0.0013775
8532,-0.0038407,-0.0041166,-0.0013103
8533,-0.0038697,-0.0040762,-0.0012451
8663,-0.0037397,-0.0042365,-0.0013895
8664,-0.0037712,-0.0042026,-0.0013198
8665,-0.0038016,-0.004166,-0.001251
9017,-0.0035817,0.0019599,0.00226
9018,-0.0035731,0.0020504,0.0022757
9151,-0.0035252,0.001923,0.0023206
9152,-0.003517,0.0020142,0.0023358
9153,-0.0035083,0.0021048,0.002351
9285,-0.003466,0.0018866,0.0023798
9286,-0.0034581,0.0019788,0.002394
9287,-0.0034498,0.00207,0.0024085
9421,-0.0033963,0.0019443,0.0024502
9466,-0.0034499,-0.0045191,-0.0010863
9601,-0.0033975,-0.0045666,-0.0010425
9602,-0.0034282,-0.004534,-0.00097124
9736,-0.0033128,-0.0046451,-0.0010699
9737,-0.0033426,-0.0046134,-0.00099826
9738,-0.0033723,-0.0045812,-0.00092653
9739,-0.0034017,-0.0045474,-0.00085427
9873,-0.0032556,-0.0046926,-0.0010263
9874,-0.0032848,-0.0046606,-0.00095461
9875,-0.0033139,-0.0046283,-0.00088273
9876,-0.0033427,-0.0045947,-0.00080961
10010,-0.0031976,-0.0047396,-0.00098604
10011,-0.0032257,-0.0047076,-0.00091312
10012,-0.0032542,-0.0046751,-0.00084018
10013,-0.0032827,-0.0046415,-0.00076608
10091,-0.0029574,0.00095697,0.0023582
10150,-0.0031936,-0.0047209,-0.00079848
10151,-0.003221,-0.0046872,-0.00072346
10228,-0.0028572,0.00086779,0.0023221
10229,-0.002877,0.00093811,0.0023796
10230,-0.0028992,0.0010016,0.0024445
10244,-0.0029588,0.0022187,0.0028059
10360,-0.0027999,0.00033683,0.002251
10361,-0.00278,0.00042317,0.0022435
10367,-0.0027973,0.00092144,0.0024018
10368,-0.0028166,0.00098654,0.0024638
10369,-0.0028363,0.0010467,0.0025289
10381,-0.0028888,0.0020987,0.0028279
10382,-0.0028866,0.0021908,0.0028456
10383,-0.0028848,0.0022823,0.0028655
10497,-0.0027487,0.00022174,0.0022898
10498,-0.0027259,0.00031001,0.0022807
10499,-0.0027067,0.00039711,0.0022742
10500,-0.0026929,0.00048396,0.0022765
10506,-0.0027344,0.0009733,0.0024788
10520,-0.002813,0.0021636,0.0028832
10521,-0.0028119,0.0022552,0.0029037
10638,-0.0026506,0.000282,0.0023061
10639,-0.002632,0.00037053,0.0022995
10660,-0.0027382,0.002137,0.0029184
10661,-0.0027378,0.0022288,0.0029398
10662,-0.0027375,0.0023199,0.0029632
11265,-0.0026058,-0.0051362,-0.0007466
11266,-0.0026244,-0.0051089,-0.00066193
11267,-0.0026438,-0.0050808,-0.00057933
11268,-0.0026641,-0.0050515,-0.00049842
11349,-0.0022326,0.00091131,0.0025691
11350,-0.0022463,0.00097952,0.0026342
11404,-0.0024988,-0.0052198,-0.00088949
11405,-0.0025176,-0.0051981,-0.00080597
11406,-0.0025363,-0.0051737,-0.00072035
11407,-0.002554,-0.0051475,-0.00063452
11408,-0.0025722,-0.00512,-0.00055055
11409,-0.0025917,-0.0050908,-0.00046831
11481,-0.0021897,0.0001195,0.0024269
11482,-0.0021734,0.00021115,0.0024135
11483,-0.0021593,0.00030001,0.0023947
11490,-0.0021437,0.00088726,0.0025546
11491,-0.0021571,0.00096027,0.0026158
11546,-0.0024459,-0.0052338,-0.00078151
11547,-0.0024641,-0.0052108,-0.00069502
11548,-0.0024818,-0.005186,-0.00060884
11549,-0.0024995,-0.0051598,-0.00052361
11550,-0.0025183,-0.0051312,-0.00043998
11622,-0.0021113,9.1496e-05,0.0024355
11623,-0.0020954,0.00018324,0.0024248
11624,-0.0020813,0.0002728,0.0024056
11632,-0.0020695,0.00094359,0.0025933
11633,-0.0020844,0.0010092,0.0026579
11644,-0.0021934,0.001964,0.0031083
11645,-0.0021985,0.0020574,0.0031404
11646,-0.0022027,0.00215,0.0031723
11687,-0.0023736,-0.0052686,-0.00076075
11688,-0.0023906,-0.0052476,-0.00067183
11689,-0.0024082,-0.0052244,-0.00058467
11690,-0.0024259,-0.0051995,-0.00049843
11691,-0.002444,-0.0051719,-0.00041351
11764,-0.002017,0.0001552,0.0024324
11765,-0.0020027,0.00024592,0.0024142
11774,-0.0019972,0.00099493,0.0026361
11785,-0.0021149,0.0019405,0.0031298
11786,-0.0021204,0.0020342,0.0031636
11787,-0.002125,0.0021269,0.0031971
11830,-0.0023167,-0.0052829,-0.00065073
11831,-0.0023337,-0.0052612,-0.00056199
11832,-0.002351,-0.0052375,-0.00047486
11906,-0.0019387,0.00012652,0.0024383
11927,-0.0020363,0.001918,0.003149
11928,-0.0020421,0.0020116,0.0031848
11929,-0.0020471,0.0021045,0.0032199
12072,-0.001969,0.0020829,0.0032404
12978,-0.0017066,-0.0055452,-0.00022054
12979,-0.0017177,-0.0055197,-0.00013122
12980,-0.0017278,-0.00549,-4.2782e-05
13072,-0.0014064,0.001768,0.0032511
13121,-0.0016106,-0.0056165,-0.00029169
13122,-0.001623,-0.0055967,-0.00020026
13123,-0.0016339,-0.0055724,-0.0001099
13124,-0.001643,-0.0055429,-2.0508e-05
13125,-0.001651,-0.0055083,6.7854e-05
13216,-0.001328,0.00175,0.0032623
13217,-0.0013343,0.0018389,0.0033135
13265,-0.0015269,-0.0056664,-0.00027322
13266,-0.0015397,-0.0056494,-0.00018022
13267,-0.0015502,-0.005627,-8.8559e-05
13268,-0.0015585,-0.0055981,1.9402e-06
13269,-0.0015655,-0.0055637,9.138e-05
13298,-0.0015962,-0.0034528,0.0018094
13360,-0.0012496,0.0017316,0.0032736
13361,-0.0012555,0.0018201,0.0033252
13362,-0.0012611,0.0019085,0.0033755
13409,-0.0014427,-0.0057173,-0.00025637
13410,-0.0014555,-0.0057029,-0.00016152
13411,-0.0014658,-0.0056825,-6.778e-05
13412,-0.0014737,-0.0056552,2.4494e-05
13413,-0.0014803,-0.0056217,0.00011548
13441,-0.0014993,-0.0035131,0.0017335
13442,-0.001478,-0.0034611,0.0018006
13504,-0.0011708,0.0017125,0.003285
13505,-0.0011766,0.0018006,0.003337
13506,-0.001182,0.0018886,0.0033879
13553,-0.0013574,-0.0057684,-0.00024212
13554,-0.0013702,-0.0057569,-0.00014474
13555,-0.0013806,-0.0057396,-4.8058e-05
13556,-0.0013886,-0.0057141,4.6601e-05
13648,-0.0010918,0.0016926,0.0032965
13649,-0.0010974,0.0017803,0.0033486
13884,-0.0011399,-0.003012,0.0025245
13885,-0.0011336,-0.0029207,0.0025541
13886,-0.0011223,-0.0028254,0.002575
14014,-0.0010962,-0.0041693,0.0018155
14015,-0.00109,-0.0040649,0.0018423
14029,-0.0010462,-0.0030385,0.0025747
14030,-0.0010436,-0.0029477,0.0026065
14160,-0.00099239,-0.0042248,0.0018647
14161,-0.00098663,-0.0041208,0.001897
14597,-0.0006748,-0.0044728,0.0018978
14598,-0.0006755,-0.0043842,0.0019659
14610,-0.0005958,-0.0032413,0.0023697
14611,-0.00060336,-0.0032202,0.0025261
14743,-0.0005682,-0.0045145,0.0019042
14744,-0.00056989,-0.0044326,0.0019786
14747,-0.00056539,-0.0041023,0.0020754
14748,-0.00055689,-0.0039799,0.00204
14756,-0.00050507,-0.0032401,0.0023372
14757,-0.00050755,-0.0032277,0.00251
14894,-0.00045932,-0.0040277,0.0020754
15532,-5.6069e-05,-0.00033401,0.0032992
15533,-5.5553e-05,-0.00025036,0.0032524
15541,-6.2744e-05,0.0004554,0.003127
15542,-5.7463e-05,0.00054696,0.0031449
15543,-5.0858e-05,0.00065141,0.0031724
15681,2.9178e-05,-0.00029025,0.0032783
15682,2.833e-05,-0.00020592,0.0032349
15690,2.4142e-05,0.00048724,0.0031357
15691,2.3654e-05,0.00057984,0.0031572
15828,0.00011527,-0.00033263,0.0032978
15829,0.00011308,-0.00024877,0.0032511
15838,0.00010607,0.00055207,0.0031444
15929,0.00025624,-0.0040503,0.0020889
15930,0.00024921,-0.0039164,0.0020374
16070,0.00036342,-0.0045842,0.0018386
16071,0.00036093,-0.0045264,0.0019321
16075,0.0003613,-0.004131,0.0021046
16076,0.00035619,-0.003999,0.0020698
