"vtkOriginalPointIds","Points:0","Points:1","Points:2"
4080,-0.0047578,-0.0023458,-0.0030334
4081,-0.0047965,-0.0023018,-0.0029785
4082,-0.004832,-0.0022563,-0.0029242
4193,-0.0047917,-0.0023565,-0.0029298
4194,-0.0048273,-0.0023093,-0.0028748
4195,-0.00486,-0.0022608,-0.0028209
4305,-0.0047493,-0.0024591,-0.0029354
4306,-0.0047876,-0.0024121,-0.0028795
4307,-0.0048231,-0.0023636,-0.0028244
4308,-0.0048565,-0.002314,-0.00277
4309,-0.0048888,-0.0022634,-0.0027167
4419,-0.0047463,-0.0025145,-0.0028834
4420,-0.0047843,-0.0024673,-0.0028281
4421,-0.00482,-0.0024182,-0.0027731
4422,-0.0048536,-0.0023679,-0.0027185
4423,-0.0048859,-0.0023172,-0.0026649
4536,-0.0047813,-0.0025216,-0.0027756
4537,-0.004817,-0.0024728,-0.002721
4538,-0.0048505,-0.0024224,-0.0026666
4539,-0.0048825,-0.0023714,-0.0026128
4654,-0.0048464,-0.0024773,-0.0026138
5606,-0.004623,-0.0031411,-0.0024698
5607,-0.0046628,-0.0030974,-0.0024093
5729,-0.0046138,-0.0031948,-0.0024148
5730,-0.0046544,-0.0031521,-0.0023539
5731,-0.0046941,-0.0031089,-0.0022937
5732,-0.0047325,-0.0030644,-0.0022331
5851,-0.0046032,-0.0032483,-0.00236
5852,-0.0046443,-0.0032061,-0.0022985
5853,-0.0046847,-0.0031634,-0.0022379
5854,-0.0047241,-0.0031191,-0.0021771
5974,-0.0045913,-0.0033015,-0.0023059
5975,-0.0046328,-0.0032598,-0.0022437
5976,-0.004674,-0.0032171,-0.0021824
5977,-0.0047145,-0.0031732,-0.0021211
6097,-0.0045788,-0.0033544,-0.0022527
6098,-0.0046205,-0.0033128,-0.0021897
6099,-0.0046624,-0.0032702,-0.0021274
6100,-0.0047038,-0.0032268,-0.0020652
7357,-0.0043779,-0.0039073,-0.0017749
7358,-0.0044199,-0.0038681,-0.0017108
7359,-0.0044606,-0.0038284,-0.0016467
7485,-0.0043071,-0.0040012,-0.0017875
7486,-0.0043511,-0.0039625,-0.001723
7487,-0.0043929,-0.0039227,-0.0016591
7488,-0.0044333,-0.0038823,-0.0015945
7489,-0.0044726,-0.0038415,-0.0015287
7614,-0.0042781,-0.0040571,-0.001734
7615,-0.004322,-0.0040186,-0.0016699
7616,-0.0043636,-0.003978,-0.0016061
7617,-0.0044035,-0.0039365,-0.0015415
7618,-0.0044426,-0.0038949,-0.0014755
7619,-0.0044808,-0.0038536,-0.0014078
7744,-0.0042914,-0.0040734,-0.0016153
7745,-0.0043324,-0.0040325,-0.0015514
7746,-0.0043719,-0.0039904,-0.001487
7747,-0.004411,-0.0039482,-0.0014218
8085,-0.004068,0.0014342,0.0017118
8086,-0.0040557,0.00152,0.0017291
8216,-0.0040103,0.0013947,0.0017705
8217,-0.004,0.0014814,0.0017891
8218,-0.0039881,0.0015686,0.001805
8347,-0.0039504,0.0013549,0.0018266
8348,-0.003942,0.001443,0.0018463
8349,-0.0039321,0.0015316,0.0018633
8480,-0.0038815,0.0014049,0.0019002
8481,-0.0038734,0.0014951,0.0019185
8928,-0.0038947,-0.004541,-0.0012439
8929,-0.0039343,-0.0045097,-0.0011671
8930,-0.0039722,-0.0044778,-0.0010933
8931,-0.0040089,-0.0044445,-0.0010221
8932,-0.0040443,-0.0044087,-0.00095287
9062,-0.0038478,-0.0045849,-0.0012016
9063,-0.0038856,-0.0045544,-0.0011272
9064,-0.0039223,-0.0045231,-0.0010538
9065,-0.0039574,-0.0044906,-0.00098116
9066,-0.0039915,-0.0044555,-0.00090959
9150,-0.0034965,0.0018759,0.0022452
9151,-0.0034816,0.0019643,0.0022519
9196,-0.0037968,-0.0046289,-0.0011592
9197,-0.0038332,-0.0045987,-0.0010874
9198,-0.0038684,-0.0045676,-0.0010147
9199,-0.0039027,-0.0045351,-0.00094077
9200,-0.0039354,-0.0045006,-0.00086702
9284,-0.0034309,0.0018479,0.0022901
9285,-0.0034174,0.0019364,0.002298
9286,-0.0034028,0.0020244,0.0023038
9331,-0.003741,-0.0046729,-0.0011198
9332,-0.0037772,-0.0046422,-0.0010487
9333,-0.0038114,-0.0046109,-0.00097564
9419,-0.0033628,0.0018206,0.002332
9420,-0.0033508,0.0019093,0.0023411
9421,-0.0033372,0.0019975,0.0023474
9554,-0.0032928,0.0017934,0.0023713
9555,-0.0032818,0.0018826,0.0023815
10510,-0.00278,0.0013298,0.0025181
10511,-0.0027792,0.0014193,0.0025435
10519,-0.0027263,0.00215,0.0026389
10565,-0.0031442,-0.0050323,-0.00081373
10566,-0.0031679,-0.0049952,-0.00073681
10567,-0.0031907,-0.004956,-0.00066086
10640,-0.0027395,0.00047798,0.002326
10641,-0.0027199,0.00056046,0.0023082
10642,-0.0027034,0.00064451,0.0022944
10650,-0.0026979,0.0013032,0.0025331
10651,-0.0026989,0.0013917,0.0025619
10652,-0.0026972,0.0014832,0.0025847
10658,-0.0026619,0.0020345,0.0026581
10659,-0.0026535,0.0021256,0.0026644
10660,-0.002645,0.0022151,0.0026719
10704,-0.0030461,-0.0050967,-0.00086084
10705,-0.0030689,-0.0050616,-0.00078334
10706,-0.0030913,-0.0050243,-0.00070621
10707,-0.0031129,-0.0049849,-0.00063034
10780,-0.0026608,0.00045499,0.002349
10781,-0.0026425,0.00053752,0.0023334
10782,-0.0026265,0.00062058,0.0023187
10790,-0.0026146,0.0012772,0.0025436
10791,-0.002617,0.0013649,0.0025763
10792,-0.0026167,0.0014551,0.0026023
10798,-0.0025877,0.0020088,0.0026816
10799,-0.0025801,0.0021008,0.0026885
10800,-0.0025719,0.0021918,0.0026958
10801,-0.0025645,0.0022805,0.0027062
10843,-0.0029498,-0.0051609,-0.00090912
10844,-0.0029712,-0.0051259,-0.00083167
10845,-0.0029925,-0.0050901,-0.00075374
10846,-0.0030135,-0.0050526,-0.00067638
10847,-0.0030339,-0.0050132,-0.00060043
10920,-0.0025813,0.00043166,0.0023665
10921,-0.0025637,0.00051472,0.0023519
10922,-0.0025484,0.00059761,0.0023365
10938,-0.002513,0.0019828,0.0027043
10939,-0.0025061,0.0020759,0.0027117
10940,-0.0024986,0.0021679,0.0027195
10941,-0.0024915,0.0022578,0.00273
10983,-0.0028753,-0.0051911,-0.00088168
10984,-0.002895,-0.0051546,-0.0008035
10985,-0.0029151,-0.005118,-0.00072543
10986,-0.0029351,-0.0050804,-0.00064807
11079,-0.0024314,0.0020508,0.002734
11080,-0.0024247,0.0021438,0.0027424
11124,-0.0027999,-0.005221,-0.00085628
11125,-0.002818,-0.0051831,-0.00077676
11126,-0.0028367,-0.0051456,-0.00069852
12052,-0.0018933,0.00041873,0.0023585
12053,-0.0018768,0.0004989,0.0023346
